0,1,2,3,4,5,6,7
1.0,1.0,0.99716,0.99536,0.9917,0.99002,0.98987,0.98158
1.0,0.91529,0.86118,0.61844,0.45142,0.38564,0.30586,0.25356
0.99809,0.85605,0.34406,0.11487,0.04844,0.03889,0.02967,0.02575
0.99675,0.59927,0.1279,0.02075,0.00344,0.00186,0.00237,0.0
0.98989,0.48227,0.05446,0.00412,0.00058,0.00122,0.0,0.00059
0.98906,0.37019,0.03197,0.00168,0.00062,0.0,0.0,0.0
0.98316,0.30179,0.02477,0.00057,0.0,0.0,0.0,0.0
0.98324,0.24818,0.01765,0.00123,0.0,0.0,0.0,0.0
