0,1,2,3,4,5,6,7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.99908,0.98744,0.97985,0.9662,0.96411,0.94883,0.92934
1.0,0.99045,0.79207,0.53265,0.3445,0.2251,0.14646,0.10298
1.0,0.97434,0.54729,0.07172,0.01604,0.00806,0.00592,0.00062
1.0,0.9669,0.35025,0.00943,0.00058,0.00061,0.0,0.0
1.0,0.94808,0.22262,0.00447,0.0,0.0,0.0,0.0
1.0,0.94867,0.15045,0.00285,0.0,0.0,0.0,0.0
1.0,0.92233,0.0913,0.00184,0.0,0.0,0.0,0.0
