0,1,2,3,4,5,6,7
0.86667,0.99338,1.0,1.0,1.0,1.0,0.99881,1.0
0.99346,0.99724,0.87688,0.61233,0.48763,0.40633,0.33144,0.30028
1.0,0.88471,0.32682,0.09915,0.04605,0.03005,0.0221,0.01755
1.0,0.60538,0.12374,0.0243,0.00172,0.0,0.00178,0.00062
1.0,0.44267,0.03899,0.00295,0.0,0.00061,0.0,0.0
1.0,0.33659,0.01895,0.00056,0.0,0.0,0.0,0.0
1.0,0.3086,0.01571,0.0,0.0,0.0,0.0,0.0
0.99884,0.23422,0.00974,0.0,0.0,0.0,0.0,0.0
